Date,SKU,ProductName,Category,Cost,Sales,Promotion,Weather,Holiday,Profit
2023-02-19,SKU-101,Pro Carbon Stick,Sticks,150.0,260.48,None,Sunny,0,110.48
2023-02-19,SKU-101,Pro Carbon Stick,Sticks,150.0,262.13,10% Off,Sunny,0,112.13
2023-02-20,SKU-401,Stealth Pro Gloves,Gloves,90.0,203.9,10% Off,Snow,1,113.9
2023-02-20,SKU-401,Stealth Pro Gloves,Gloves,90.0,184.07,None,Rain,0,94.07
2023-02-20,SKU-201,Vapor Flex Skates,Skates,300.0,634.17,None,Rain,0,334.17
2023-02-21,SKU-401,Stealth Pro Gloves,Gloves,90.0,161.77,None,Sunny,0,71.77
2023-02-21,SKU-301,AeroLite Helmet,Helmets,80.0,166.39,None,Snow,0,86.39
2023-02-22,SKU-101,Pro Carbon Stick,Sticks,150.0,234.77,None,Snow,0,84.77
2023-02-22,SKU-201,Vapor Flex Skates,Skates,300.0,717.49,None,Sunny,0,417.49
2023-02-22,SKU-301,AeroLite Helmet,Helmets,80.0,132.59,None,Snow,0,52.59
2023-02-22,SKU-201,Vapor Flex Skates,Skates,300.0,493.96,None,Rain,0,193.96
2023-02-22,SKU-401,Stealth Pro Gloves,Gloves,90.0,148.4,None,Rain,0,58.4
2023-02-23,SKU-101,Pro Carbon Stick,Sticks,150.0,333.93,None,Snow,0,183.93
2023-02-23,SKU-401,Stealth Pro Gloves,Gloves,90.0,148.51,None,Sunny,0,58.51
2023-02-23,SKU-301,AeroLite Helmet,Helmets,80.0,126.27,10% Off,Sunny,0,46.27
2023-02-25,SKU-101,Pro Carbon Stick,Sticks,150.0,300.55,None,Rain,0,150.55
2023-02-26,SKU-101,Pro Carbon Stick,Sticks,150.0,265.22,None,Snow,0,115.22
2023-02-26,SKU-101,Pro Carbon Stick,Sticks,150.0,339.02,None,Snow,0,189.02
2023-02-26,SKU-301,AeroLite Helmet,Helmets,80.0,183.99,None,Snow,0,103.99
2023-02-27,SKU-101,Pro Carbon Stick,Sticks,150.0,305.4,None,Rain,0,155.4
2023-03-01,SKU-401,Stealth Pro Gloves,Gloves,90.0,170.88,None,Sunny,0,80.88
2023-03-01,SKU-401,Stealth Pro Gloves,Gloves,90.0,191.2,None,Rain,0,101.2
2023-03-02,SKU-401,Stealth Pro Gloves,Gloves,90.0,172.25,None,Rain,0,82.25
2023-03-02,SKU-201,Vapor Flex Skates,Skates,300.0,644.47,None,Rain,0,344.47
2023-03-04,SKU-401,Stealth Pro Gloves,Gloves,90.0,206.59,None,Rain,1,116.59
2023-03-04,SKU-101,Pro Carbon Stick,Sticks,150.0,310.35,None,Sunny,0,160.35
2023-03-04,SKU-101,Pro Carbon Stick,Sticks,150.0,306.55,None,Snow,0,156.55
2023-03-04,SKU-101,Pro Carbon Stick,Sticks,150.0,287.53,10% Off,Snow,0,137.53
2023-03-04,SKU-101,Pro Carbon Stick,Sticks,150.0,365.31,None,Snow,0,215.31
2023-03-05,SKU-101,Pro Carbon Stick,Sticks,150.0,344.96,None,Snow,0,194.96
2023-03-05,SKU-101,Pro Carbon Stick,Sticks,150.0,327.37,None,Sunny,0,177.37
2023-03-05,SKU-401,Stealth Pro Gloves,Gloves,90.0,222.94,None,Rain,0,132.94
2023-03-05,SKU-301,AeroLite Helmet,Helmets,80.0,166.57,None,Snow,0,86.57
2023-03-05,SKU-201,Vapor Flex Skates,Skates,300.0,523.23,None,Rain,0,223.23
2023-03-06,SKU-201,Vapor Flex Skates,Skates,300.0,497.3,None,Sunny,0,197.3
2023-03-06,SKU-401,Stealth Pro Gloves,Gloves,90.0,218.72,None,Sunny,0,128.72
2023-03-07,SKU-201,Vapor Flex Skates,Skates,300.0,471.11,10% Off,Rain,0,171.11
2023-03-08,SKU-101,Pro Carbon Stick,Sticks,150.0,255.94,None,Snow,0,105.94
2023-03-10,SKU-301,AeroLite Helmet,Helmets,80.0,158.38,None,Rain,0,78.38
2023-03-10,SKU-401,Stealth Pro Gloves,Gloves,90.0,179.6,None,Snow,0,89.6
2023-03-11,SKU-301,AeroLite Helmet,Helmets,80.0,152.01,None,Sunny,0,72.01
2023-03-12,SKU-201,Vapor Flex Skates,Skates,300.0,638.47,10% Off,Rain,0,338.47
2023-03-12,SKU-101,Pro Carbon Stick,Sticks,150.0,337.07,None,Rain,0,187.07
2023-03-13,SKU-401,Stealth Pro Gloves,Gloves,90.0,168.58,10% Off,Rain,0,78.58
2023-03-13,SKU-401,Stealth Pro Gloves,Gloves,90.0,217.81,None,Rain,0,127.81
2023-03-13,SKU-301,AeroLite Helmet,Helmets,80.0,187.73,None,Rain,1,107.73
2023-03-13,SKU-201,Vapor Flex Skates,Skates,300.0,707.42,10% Off,Snow,0,407.42
2023-03-14,SKU-201,Vapor Flex Skates,Skates,300.0,746.22,None,Rain,0,446.22
2023-03-15,SKU-201,Vapor Flex Skates,Skates,300.0,561.21,None,Sunny,0,261.21
2023-03-15,SKU-301,AeroLite Helmet,Helmets,80.0,146.67,None,Snow,1,66.67
2023-03-17,SKU-201,Vapor Flex Skates,Skates,300.0,455.72,None,Sunny,0,155.72
2023-03-17,SKU-101,Pro Carbon Stick,Sticks,150.0,302.65,10% Off,Snow,0,152.65
2023-03-18,SKU-301,AeroLite Helmet,Helmets,80.0,173.73,10% Off,Snow,0,93.73
2023-03-19,SKU-401,Stealth Pro Gloves,Gloves,90.0,180.35,None,Sunny,0,90.35
2023-03-19,SKU-201,Vapor Flex Skates,Skates,300.0,701.14,10% Off,Sunny,0,401.14
2023-03-20,SKU-201,Vapor Flex Skates,Skates,300.0,551.1,None,Snow,0,251.1
2023-03-20,SKU-201,Vapor Flex Skates,Skates,300.0,612.8,None,Snow,0,312.8
2023-03-21,SKU-301,AeroLite Helmet,Helmets,80.0,125.32,10% Off,Rain,0,45.32
2023-03-21,SKU-301,AeroLite Helmet,Helmets,80.0,182.87,10% Off,Snow,0,102.87
2023-03-23,SKU-101,Pro Carbon Stick,Sticks,150.0,324.74,None,Snow,0,174.74
2023-03-24,SKU-101,Pro Carbon Stick,Sticks,150.0,246.3,None,Snow,0,96.3
2023-03-25,SKU-401,Stealth Pro Gloves,Gloves,90.0,190.46,None,Snow,0,100.46
2023-03-25,SKU-401,Stealth Pro Gloves,Gloves,90.0,206.56,None,Sunny,0,116.56
2023-03-27,SKU-201,Vapor Flex Skates,Skates,300.0,547.49,None,Snow,0,247.49
2023-03-27,SKU-201,Vapor Flex Skates,Skates,300.0,644.99,None,Snow,0,344.99
2023-03-27,SKU-401,Stealth Pro Gloves,Gloves,90.0,203.81,None,Snow,0,113.81
2023-03-28,SKU-401,Stealth Pro Gloves,Gloves,90.0,145.94,10% Off,Sunny,0,55.94
2023-03-28,SKU-401,Stealth Pro Gloves,Gloves,90.0,220.03,None,Snow,0,130.03
2023-03-28,SKU-101,Pro Carbon Stick,Sticks,150.0,232.15,None,Rain,0,82.15
2023-03-29,SKU-101,Pro Carbon Stick,Sticks,150.0,336.71,None,Rain,0,186.71
2023-03-29,SKU-401,Stealth Pro Gloves,Gloves,90.0,202.05,None,Rain,0,112.05
2023-03-30,SKU-401,Stealth Pro Gloves,Gloves,90.0,206.52,None,Sunny,0,116.52
2023-03-30,SKU-301,AeroLite Helmet,Helmets,80.0,188.01,None,Rain,0,108.01
2023-04-02,SKU-201,Vapor Flex Skates,Skates,300.0,455.41,None,Snow,0,155.41
2023-04-02,SKU-101,Pro Carbon Stick,Sticks,150.0,295.77,10% Off,Snow,1,145.77
2023-04-03,SKU-301,AeroLite Helmet,Helmets,80.0,196.25,None,Snow,0,116.25
2023-04-03,SKU-401,Stealth Pro Gloves,Gloves,90.0,170.42,None,Rain,0,80.42
2023-04-04,SKU-201,Vapor Flex Skates,Skates,300.0,484.04,None,Sunny,0,184.04
2023-04-05,SKU-301,AeroLite Helmet,Helmets,80.0,186.13,10% Off,Rain,0,106.13
2023-04-05,SKU-101,Pro Carbon Stick,Sticks,150.0,228.64,None,Snow,0,78.64
2023-04-06,SKU-101,Pro Carbon Stick,Sticks,150.0,273.88,None,Snow,0,123.88
2023-04-07,SKU-101,Pro Carbon Stick,Sticks,150.0,264.97,None,Rain,0,114.97
2023-04-09,SKU-401,Stealth Pro Gloves,Gloves,90.0,198.1,None,Rain,0,108.1
2023-04-10,SKU-201,Vapor Flex Skates,Skates,300.0,532.71,None,Snow,0,232.71
2023-04-11,SKU-401,Stealth Pro Gloves,Gloves,90.0,221.45,None,Sunny,0,131.45
2023-04-11,SKU-401,Stealth Pro Gloves,Gloves,90.0,179.07,None,Sunny,0,89.07
2023-04-14,SKU-101,Pro Carbon Stick,Sticks,150.0,356.09,None,Rain,0,206.09
2023-04-16,SKU-401,Stealth Pro Gloves,Gloves,90.0,186.34,None,Snow,0,96.34
2023-04-16,SKU-101,Pro Carbon Stick,Sticks,150.0,325.08,10% Off,Snow,0,175.08
2023-04-17,SKU-301,AeroLite Helmet,Helmets,80.0,171.68,None,Snow,0,91.68
2023-04-17,SKU-301,AeroLite Helmet,Helmets,80.0,120.12,None,Snow,0,40.12
2023-04-17,SKU-101,Pro Carbon Stick,Sticks,150.0,229.09,None,Rain,0,79.09
2023-04-18,SKU-401,Stealth Pro Gloves,Gloves,90.0,161.54,None,Sunny,0,71.54
2023-04-19,SKU-301,AeroLite Helmet,Helmets,80.0,165.47,None,Snow,0,85.47
2023-04-19,SKU-201,Vapor Flex Skates,Skates,300.0,542.7,None,Rain,0,242.7
2023-04-21,SKU-101,Pro Carbon Stick,Sticks,150.0,340.75,None,Rain,0,190.75
2023-04-21,SKU-401,Stealth Pro Gloves,Gloves,90.0,185.68,None,Sunny,0,95.68
2023-04-22,SKU-201,Vapor Flex Skates,Skates,300.0,735.44,10% Off,Snow,0,435.44
2023-04-22,SKU-301,AeroLite Helmet,Helmets,80.0,150.53,10% Off,Snow,0,70.53
2023-04-23,SKU-201,Vapor Flex Skates,Skates,300.0,652.59,None,Rain,1,352.59
2023-04-24,SKU-301,AeroLite Helmet,Helmets,80.0,142.81,None,Rain,0,62.81
2023-04-24,SKU-301,AeroLite Helmet,Helmets,80.0,197.88,None,Rain,0,117.88
2023-04-25,SKU-201,Vapor Flex Skates,Skates,300.0,604.01,None,Sunny,0,304.01
2023-04-25,SKU-401,Stealth Pro Gloves,Gloves,90.0,186.38,10% Off,Snow,0,96.38
2023-04-26,SKU-101,Pro Carbon Stick,Sticks,150.0,336.77,None,Snow,1,186.77
2023-04-26,SKU-401,Stealth Pro Gloves,Gloves,90.0,156.1,None,Sunny,0,66.1
2023-04-27,SKU-201,Vapor Flex Skates,Skates,300.0,581.97,None,Rain,0,281.97
2023-04-29,SKU-301,AeroLite Helmet,Helmets,80.0,128.3,None,Rain,0,48.3
2023-05-01,SKU-101,Pro Carbon Stick,Sticks,150.0,232.37,None,Snow,0,82.37
2023-05-01,SKU-201,Vapor Flex Skates,Skates,300.0,545.75,None,Snow,0,245.75
2023-05-01,SKU-101,Pro Carbon Stick,Sticks,150.0,291.52,10% Off,Sunny,0,141.52
2023-05-01,SKU-201,Vapor Flex Skates,Skates,300.0,571.95,None,Rain,0,271.95
2023-05-02,SKU-201,Vapor Flex Skates,Skates,300.0,572.53,None,Sunny,0,272.53
2023-05-04,SKU-201,Vapor Flex Skates,Skates,300.0,466.35,None,Snow,0,166.35
2023-05-04,SKU-101,Pro Carbon Stick,Sticks,150.0,292.86,10% Off,Sunny,0,142.86
2023-05-05,SKU-101,Pro Carbon Stick,Sticks,150.0,334.08,None,Rain,0,184.08
2023-05-05,SKU-301,AeroLite Helmet,Helmets,80.0,190.72,None,Snow,0,110.72
2023-05-06,SKU-401,Stealth Pro Gloves,Gloves,90.0,144.25,None,Sunny,0,54.25
2023-05-07,SKU-201,Vapor Flex Skates,Skates,300.0,722.93,None,Rain,0,422.93
2023-05-08,SKU-401,Stealth Pro Gloves,Gloves,90.0,157.97,None,Rain,0,67.97
2023-05-08,SKU-201,Vapor Flex Skates,Skates,300.0,555.61,None,Rain,0,255.61
2023-05-08,SKU-301,AeroLite Helmet,Helmets,80.0,192.18,10% Off,Rain,0,112.18
2023-05-09,SKU-401,Stealth Pro Gloves,Gloves,90.0,137.51,None,Snow,0,47.51
2023-05-10,SKU-401,Stealth Pro Gloves,Gloves,90.0,153.84,None,Sunny,0,63.84
2023-05-10,SKU-101,Pro Carbon Stick,Sticks,150.0,321.5,None,Rain,0,171.5
2023-05-10,SKU-301,AeroLite Helmet,Helmets,80.0,124.7,None,Snow,0,44.7
2023-05-11,SKU-201,Vapor Flex Skates,Skates,300.0,678.52,None,Sunny,0,378.52
2023-05-12,SKU-101,Pro Carbon Stick,Sticks,150.0,269.13,None,Rain,0,119.13
2023-05-12,SKU-101,Pro Carbon Stick,Sticks,150.0,241.2,10% Off,Sunny,0,91.2
2023-05-13,SKU-101,Pro Carbon Stick,Sticks,150.0,267.61,None,Snow,0,117.61
2023-05-14,SKU-401,Stealth Pro Gloves,Gloves,90.0,135.88,None,Snow,0,45.88
2023-05-15,SKU-201,Vapor Flex Skates,Skates,300.0,660.05,None,Rain,1,360.05
2023-05-18,SKU-201,Vapor Flex Skates,Skates,300.0,475.0,None,Rain,0,175.0
2023-05-18,SKU-401,Stealth Pro Gloves,Gloves,90.0,148.24,None,Rain,0,58.24
2023-05-20,SKU-401,Stealth Pro Gloves,Gloves,90.0,158.88,None,Rain,0,68.88
2023-05-20,SKU-401,Stealth Pro Gloves,Gloves,90.0,204.39,None,Sunny,0,114.39
2023-05-21,SKU-401,Stealth Pro Gloves,Gloves,90.0,184.59,None,Snow,0,94.59
2023-05-23,SKU-201,Vapor Flex Skates,Skates,300.0,692.67,None,Rain,0,392.67
2023-05-23,SKU-401,Stealth Pro Gloves,Gloves,90.0,171.72,None,Snow,0,81.72
2023-05-23,SKU-401,Stealth Pro Gloves,Gloves,90.0,155.2,10% Off,Snow,0,65.2
2023-05-26,SKU-301,AeroLite Helmet,Helmets,80.0,166.5,10% Off,Rain,0,86.5
2023-05-26,SKU-401,Stealth Pro Gloves,Gloves,90.0,185.81,None,Sunny,0,95.81
2023-05-26,SKU-401,Stealth Pro Gloves,Gloves,90.0,149.91,None,Snow,0,59.91
2023-05-27,SKU-301,AeroLite Helmet,Helmets,80.0,141.97,None,Rain,0,61.97
2023-05-28,SKU-201,Vapor Flex Skates,Skates,300.0,535.19,10% Off,Rain,0,235.19
2023-05-28,SKU-301,AeroLite Helmet,Helmets,80.0,123.19,None,Snow,0,43.19
2023-05-29,SKU-301,AeroLite Helmet,Helmets,80.0,188.84,None,Snow,0,108.84
2023-05-29,SKU-301,AeroLite Helmet,Helmets,80.0,148.84,None,Rain,0,68.84
2023-05-30,SKU-401,Stealth Pro Gloves,Gloves,90.0,220.55,None,Rain,0,130.55
2023-05-31,SKU-401,Stealth Pro Gloves,Gloves,90.0,149.23,None,Snow,0,59.23
2023-05-31,SKU-201,Vapor Flex Skates,Skates,300.0,473.54,None,Sunny,0,173.54
2023-05-31,SKU-101,Pro Carbon Stick,Sticks,150.0,286.18,None,Sunny,0,136.18
2023-06-01,SKU-401,Stealth Pro Gloves,Gloves,90.0,198.67,None,Sunny,0,108.67
2023-06-02,SKU-401,Stealth Pro Gloves,Gloves,90.0,201.53,None,Rain,0,111.53
2023-06-02,SKU-101,Pro Carbon Stick,Sticks,150.0,249.77,None,Sunny,0,99.77
2023-06-02,SKU-101,Pro Carbon Stick,Sticks,150.0,322.91,10% Off,Snow,0,172.91
2023-06-02,SKU-101,Pro Carbon Stick,Sticks,150.0,285.49,None,Snow,0,135.49
2023-06-04,SKU-301,AeroLite Helmet,Helmets,80.0,129.9,None,Rain,1,49.9
2023-06-05,SKU-401,Stealth Pro Gloves,Gloves,90.0,165.56,None,Rain,0,75.56
2023-06-05,SKU-401,Stealth Pro Gloves,Gloves,90.0,222.59,None,Sunny,0,132.59
2023-06-05,SKU-201,Vapor Flex Skates,Skates,300.0,643.71,None,Sunny,0,343.71
2023-06-06,SKU-301,AeroLite Helmet,Helmets,80.0,150.59,None,Sunny,0,70.59
2023-06-06,SKU-201,Vapor Flex Skates,Skates,300.0,501.6,None,Rain,0,201.6
2023-06-06,SKU-101,Pro Carbon Stick,Sticks,150.0,324.93,None,Rain,1,174.93
2023-06-07,SKU-201,Vapor Flex Skates,Skates,300.0,644.15,None,Sunny,0,344.15
2023-06-08,SKU-401,Stealth Pro Gloves,Gloves,90.0,206.55,10% Off,Rain,0,116.55
2023-06-10,SKU-201,Vapor Flex Skates,Skates,300.0,624.12,None,Sunny,0,324.12
2023-06-11,SKU-301,AeroLite Helmet,Helmets,80.0,142.47,10% Off,Sunny,0,62.47
2023-06-11,SKU-101,Pro Carbon Stick,Sticks,150.0,241.75,None,Sunny,0,91.75
2023-06-12,SKU-101,Pro Carbon Stick,Sticks,150.0,234.65,None,Sunny,0,84.65
2023-06-13,SKU-401,Stealth Pro Gloves,Gloves,90.0,202.02,None,Snow,0,112.02
2023-06-13,SKU-101,Pro Carbon Stick,Sticks,150.0,240.68,None,Sunny,0,90.68
2023-06-14,SKU-401,Stealth Pro Gloves,Gloves,90.0,137.03,None,Sunny,0,47.03
2023-06-15,SKU-401,Stealth Pro Gloves,Gloves,90.0,204.9,None,Rain,0,114.9
2023-06-15,SKU-101,Pro Carbon Stick,Sticks,150.0,234.58,None,Snow,0,84.58
2023-06-16,SKU-201,Vapor Flex Skates,Skates,300.0,627.47,None,Snow,0,327.47
2023-06-16,SKU-201,Vapor Flex Skates,Skates,300.0,652.2,10% Off,Sunny,0,352.2
2023-06-17,SKU-301,AeroLite Helmet,Helmets,80.0,180.33,10% Off,Rain,0,100.33
2023-06-17,SKU-401,Stealth Pro Gloves,Gloves,90.0,138.77,None,Snow,0,48.77
2023-06-20,SKU-201,Vapor Flex Skates,Skates,300.0,717.83,None,Sunny,0,417.83
2023-06-21,SKU-201,Vapor Flex Skates,Skates,300.0,517.52,None,Snow,0,217.52
2023-06-21,SKU-301,AeroLite Helmet,Helmets,80.0,180.38,None,Sunny,0,100.38
2023-06-23,SKU-401,Stealth Pro Gloves,Gloves,90.0,209.95,None,Rain,0,119.95
2023-06-24,SKU-101,Pro Carbon Stick,Sticks,150.0,232.56,10% Off,Sunny,0,82.56
2023-06-24,SKU-101,Pro Carbon Stick,Sticks,150.0,280.48,10% Off,Snow,0,130.48
2023-06-24,SKU-401,Stealth Pro Gloves,Gloves,90.0,173.18,None,Snow,0,83.18
2023-06-25,SKU-401,Stealth Pro Gloves,Gloves,90.0,224.2,None,Snow,1,134.2
2023-06-26,SKU-301,AeroLite Helmet,Helmets,80.0,142.86,10% Off,Sunny,0,62.86
2023-06-26,SKU-401,Stealth Pro Gloves,Gloves,90.0,158.1,None,Rain,0,68.1
2023-06-26,SKU-101,Pro Carbon Stick,Sticks,150.0,349.86,None,Sunny,0,199.86
2023-06-28,SKU-201,Vapor Flex Skates,Skates,300.0,745.32,None,Sunny,0,445.32
2023-06-28,SKU-301,AeroLite Helmet,Helmets,80.0,185.84,None,Rain,0,105.84
2023-06-28,SKU-401,Stealth Pro Gloves,Gloves,90.0,208.24,None,Sunny,0,118.24
2023-06-30,SKU-101,Pro Carbon Stick,Sticks,150.0,320.02,None,Sunny,0,170.02
2023-06-30,SKU-101,Pro Carbon Stick,Sticks,150.0,303.6,None,Snow,0,153.6
2023-06-30,SKU-401,Stealth Pro Gloves,Gloves,90.0,221.77,None,Rain,0,131.77
2023-07-01,SKU-101,Pro Carbon Stick,Sticks,150.0,321.12,None,Rain,0,171.12
2023-07-01,SKU-301,AeroLite Helmet,Helmets,80.0,198.04,10% Off,Sunny,0,118.04
2023-07-01,SKU-201,Vapor Flex Skates,Skates,300.0,611.78,None,Sunny,0,311.78
2023-07-02,SKU-401,Stealth Pro Gloves,Gloves,90.0,179.21,10% Off,Snow,0,89.21
2023-07-04,SKU-301,AeroLite Helmet,Helmets,80.0,150.84,None,Rain,0,70.84
2023-07-06,SKU-401,Stealth Pro Gloves,Gloves,90.0,224.57,None,Snow,0,134.57
2023-07-06,SKU-101,Pro Carbon Stick,Sticks,150.0,366.79,10% Off,Rain,0,216.79
2023-07-06,SKU-301,AeroLite Helmet,Helmets,80.0,141.16,10% Off,Rain,0,61.16
2023-07-06,SKU-301,AeroLite Helmet,Helmets,80.0,154.92,None,Rain,0,74.92
2023-07-07,SKU-201,Vapor Flex Skates,Skates,300.0,460.09,None,Rain,0,160.09
2023-07-08,SKU-101,Pro Carbon Stick,Sticks,150.0,374.92,None,Snow,0,224.92
2023-07-09,SKU-301,AeroLite Helmet,Helmets,80.0,120.04,None,Sunny,0,40.04
2023-07-13,SKU-101,Pro Carbon Stick,Sticks,150.0,323.08,None,Snow,0,173.08
2023-07-13,SKU-101,Pro Carbon Stick,Sticks,150.0,237.63,None,Rain,0,87.63
2023-07-14,SKU-101,Pro Carbon Stick,Sticks,150.0,311.12,None,Snow,0,161.12
2023-07-15,SKU-401,Stealth Pro Gloves,Gloves,90.0,189.24,None,Snow,0,99.24
2023-07-16,SKU-301,AeroLite Helmet,Helmets,80.0,175.51,None,Snow,0,95.51
2023-07-17,SKU-101,Pro Carbon Stick,Sticks,150.0,241.11,None,Sunny,0,91.11
2023-07-17,SKU-101,Pro Carbon Stick,Sticks,150.0,246.61,None,Rain,0,96.61
2023-07-18,SKU-101,Pro Carbon Stick,Sticks,150.0,302.95,None,Sunny,0,152.95
2023-07-18,SKU-101,Pro Carbon Stick,Sticks,150.0,282.53,None,Sunny,0,132.53
2023-07-18,SKU-101,Pro Carbon Stick,Sticks,150.0,306.01,10% Off,Sunny,0,156.01
2023-07-19,SKU-101,Pro Carbon Stick,Sticks,150.0,249.02,10% Off,Rain,0,99.02
2023-07-21,SKU-201,Vapor Flex Skates,Skates,300.0,652.89,None,Rain,0,352.89
2023-07-21,SKU-401,Stealth Pro Gloves,Gloves,90.0,164.27,None,Sunny,0,74.27
2023-07-22,SKU-301,AeroLite Helmet,Helmets,80.0,128.23,10% Off,Snow,0,48.23
2023-07-22,SKU-201,Vapor Flex Skates,Skates,300.0,531.25,None,Sunny,0,231.25
2023-07-23,SKU-301,AeroLite Helmet,Helmets,80.0,164.66,None,Snow,0,84.66
2023-07-23,SKU-401,Stealth Pro Gloves,Gloves,90.0,164.63,None,Sunny,0,74.63
2023-07-23,SKU-401,Stealth Pro Gloves,Gloves,90.0,172.77,None,Sunny,0,82.77
2023-07-24,SKU-201,Vapor Flex Skates,Skates,300.0,699.16,10% Off,Snow,1,399.16
2023-07-24,SKU-201,Vapor Flex Skates,Skates,300.0,606.19,None,Rain,0,306.19
2023-07-25,SKU-301,AeroLite Helmet,Helmets,80.0,137.64,None,Sunny,0,57.64
2023-07-25,SKU-101,Pro Carbon Stick,Sticks,150.0,268.98,None,Snow,0,118.98
2023-07-28,SKU-201,Vapor Flex Skates,Skates,300.0,695.12,None,Sunny,0,395.12
2023-07-29,SKU-101,Pro Carbon Stick,Sticks,150.0,255.76,None,Rain,0,105.76
2023-07-29,SKU-201,Vapor Flex Skates,Skates,300.0,744.87,None,Sunny,0,444.87
2023-07-29,SKU-301,AeroLite Helmet,Helmets,80.0,178.56,None,Rain,0,98.56
2023-07-30,SKU-201,Vapor Flex Skates,Skates,300.0,695.22,None,Rain,0,395.22
2023-07-30,SKU-301,AeroLite Helmet,Helmets,80.0,154.13,10% Off,Snow,0,74.13
2023-07-31,SKU-401,Stealth Pro Gloves,Gloves,90.0,165.14,None,Rain,0,75.14
2023-07-31,SKU-201,Vapor Flex Skates,Skates,300.0,596.53,None,Rain,0,296.53
2023-07-31,SKU-101,Pro Carbon Stick,Sticks,150.0,329.98,None,Rain,0,179.98
2023-07-31,SKU-301,AeroLite Helmet,Helmets,80.0,122.01,None,Snow,0,42.01
2023-08-01,SKU-301,AeroLite Helmet,Helmets,80.0,192.13,10% Off,Rain,0,112.13
2023-08-01,SKU-301,AeroLite Helmet,Helmets,80.0,143.36,None,Sunny,0,63.36
2023-08-01,SKU-401,Stealth Pro Gloves,Gloves,90.0,200.24,None,Snow,0,110.24
2023-08-02,SKU-201,Vapor Flex Skates,Skates,300.0,664.41,None,Rain,0,364.41
2023-08-03,SKU-201,Vapor Flex Skates,Skates,300.0,641.02,None,Sunny,0,341.02
2023-08-04,SKU-101,Pro Carbon Stick,Sticks,150.0,324.88,None,Sunny,0,174.88
2023-08-04,SKU-401,Stealth Pro Gloves,Gloves,90.0,146.26,None,Sunny,0,56.26
2023-08-06,SKU-401,Stealth Pro Gloves,Gloves,90.0,151.3,10% Off,Sunny,0,61.3
2023-08-06,SKU-401,Stealth Pro Gloves,Gloves,90.0,169.73,None,Sunny,0,79.73
2023-08-07,SKU-101,Pro Carbon Stick,Sticks,150.0,351.89,None,Sunny,0,201.89
2023-08-09,SKU-101,Pro Carbon Stick,Sticks,150.0,288.72,None,Snow,0,138.72
2023-08-09,SKU-301,AeroLite Helmet,Helmets,80.0,180.63,None,Snow,0,100.63
2023-08-11,SKU-301,AeroLite Helmet,Helmets,80.0,194.32,None,Sunny,0,114.32
2023-08-12,SKU-301,AeroLite Helmet,Helmets,80.0,191.82,None,Snow,0,111.82
2023-08-12,SKU-301,AeroLite Helmet,Helmets,80.0,162.57,10% Off,Sunny,0,82.57
2023-08-13,SKU-401,Stealth Pro Gloves,Gloves,90.0,220.33,None,Rain,0,130.33
2023-08-14,SKU-201,Vapor Flex Skates,Skates,300.0,470.24,None,Rain,1,170.24
2023-08-14,SKU-401,Stealth Pro Gloves,Gloves,90.0,147.13,None,Rain,0,57.13
2023-08-20,SKU-301,AeroLite Helmet,Helmets,80.0,152.43,None,Sunny,0,72.43
2023-08-20,SKU-401,Stealth Pro Gloves,Gloves,90.0,158.49,10% Off,Rain,0,68.49
2023-08-20,SKU-301,AeroLite Helmet,Helmets,80.0,194.07,None,Sunny,0,114.07
2023-08-21,SKU-101,Pro Carbon Stick,Sticks,150.0,305.95,None,Rain,0,155.95
2023-08-21,SKU-101,Pro Carbon Stick,Sticks,150.0,312.4,None,Rain,0,162.4
2023-08-21,SKU-201,Vapor Flex Skates,Skates,300.0,489.63,None,Rain,0,189.63
2023-08-21,SKU-201,Vapor Flex Skates,Skates,300.0,556.37,10% Off,Snow,0,256.37
2023-08-22,SKU-201,Vapor Flex Skates,Skates,300.0,586.33,None,Rain,0,286.33
2023-08-23,SKU-401,Stealth Pro Gloves,Gloves,90.0,198.2,None,Sunny,0,108.2
2023-08-23,SKU-301,AeroLite Helmet,Helmets,80.0,195.1,None,Rain,0,115.1
2023-08-24,SKU-401,Stealth Pro Gloves,Gloves,90.0,146.95,None,Snow,0,56.95
2023-08-25,SKU-401,Stealth Pro Gloves,Gloves,90.0,224.08,None,Snow,0,134.08
2023-08-26,SKU-401,Stealth Pro Gloves,Gloves,90.0,214.83,None,Snow,0,124.83
2023-08-26,SKU-101,Pro Carbon Stick,Sticks,150.0,336.59,None,Snow,0,186.59
2023-08-26,SKU-401,Stealth Pro Gloves,Gloves,90.0,168.24,None,Snow,0,78.24
2023-08-27,SKU-301,AeroLite Helmet,Helmets,80.0,189.95,None,Sunny,0,109.95
2023-08-28,SKU-301,AeroLite Helmet,Helmets,80.0,171.73,None,Sunny,0,91.73
2023-08-30,SKU-401,Stealth Pro Gloves,Gloves,90.0,160.57,None,Sunny,0,70.57
2023-08-30,SKU-201,Vapor Flex Skates,Skates,300.0,749.8,10% Off,Rain,0,449.8
2023-08-31,SKU-401,Stealth Pro Gloves,Gloves,90.0,156.67,10% Off,Snow,0,66.67
2023-08-31,SKU-301,AeroLite Helmet,Helmets,80.0,131.47,None,Snow,0,51.47
2023-09-01,SKU-101,Pro Carbon Stick,Sticks,150.0,243.89,None,Snow,0,93.89
